ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
155166822X,T L C,Barbara Delinsky,2001,Mira,http://images.amazon.com/images/P/155166822X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/155166822X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/155166822X.01.LZZZZZZZ.jpg
0312421125,Instances of the Number 3: A Novel,Salley Vickers,2003,Picador USA,http://images.amazon.com/images/P/0312421125.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312421125.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312421125.01.LZZZZZZZ.jpg
044922175X,Caravan,Dorothy Gilman,1995,Ballantine Books,http://images.amazon.com/images/P/044922175X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044922175X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044922175X.01.LZZZZZZZ.jpg
0868246786,Zigzag Street ;,Nick Earls,1997,Anchor,http://images.amazon.com/images/P/0868246786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0868246786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0868246786.01.LZZZZZZZ.jpg
0553295608,A Suitable Vengeance,ELIZABETH GEORGE,1992,Bantam,http://images.amazon.com/images/P/0553295608.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553295608.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553295608.01.LZZZZZZZ.jpg
0345439112,All Is Vanity (Ballantine Reader's Circle),CHRISTINA SCHWARZ,2003,Ballantine Books,http://images.amazon.com/images/P/0345439112.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345439112.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345439112.01.LZZZZZZZ.jpg
0385322216,Davin,Dan Gordon,1997,Random House Childrens Books,http://images.amazon.com/images/P/0385322216.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385322216.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385322216.01.LZZZZZZZ.jpg
0590418211,Class Clown,Johanna Hurwitz,1995,Little Apple,http://images.amazon.com/images/P/0590418211.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590418211.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590418211.01.LZZZZZZZ.jpg
0761507930,The Stay-At-Home Mom's Guide to Making Money: How to Create the Business That's Right for You Using the Skills and Interests You Already Have,Liz Folger,1997,Prima Lifestyles,http://images.amazon.com/images/P/0761507930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0761507930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0761507930.01.LZZZZZZZ.jpg
0385482493,The Gifts of the Jews : How a Tribe of Desert Nomads Changed the Way Everyone Thinks and Feels (Hinges of History),Thomas Cahill,1999,Anchor,http://images.amazon.com/images/P/0385482493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385482493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385482493.01.LZZZZZZZ.jpg
0515128007,The Morning After,Suzanne Forster,2000,Jove Books,http://images.amazon.com/images/P/0515128007.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128007.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515128007.01.LZZZZZZZ.jpg
0767908171,A Short History of Nearly Everything,Bill Bryson,2003,Broadway,http://images.amazon.com/images/P/0767908171.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767908171.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767908171.01.LZZZZZZZ.jpg
0345440021,Funeral in Blue,Anne Perry,2002,Fawcett Books,http://images.amazon.com/images/P/0345440021.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345440021.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345440021.01.LZZZZZZZ.jpg
0380973820,From the Dust Returned: A Novel,Ray Bradbury,2001,William Morrow &amp; Company,http://images.amazon.com/images/P/0380973820.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380973820.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380973820.01.LZZZZZZZ.jpg
0140296530,The Master of All Desires,Judith Merkle Riley,2000,Penguin Books,http://images.amazon.com/images/P/0140296530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140296530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140296530.01.LZZZZZZZ.jpg
0395329361,Mr. Bliss,J.R.R. Tolkien,1983,Houghton Mifflin,http://images.amazon.com/images/P/0395329361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395329361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395329361.01.LZZZZZZZ.jpg
0452279178,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,1997,Plume Books,http://images.amazon.com/images/P/0452279178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452279178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452279178.01.LZZZZZZZ.jpg
0415922801,"Lies We Live By : Defeating Doubletalk and Deception in Advertising, Politics, and the Media",Carl Hausman,1999,Routledge,http://images.amazon.com/images/P/0415922801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0415922801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0415922801.01.LZZZZZZZ.jpg
0571150454,Rich Full Death Uk,Michael Dibdin,0,Faber Faber Inc,http://images.amazon.com/images/P/0571150454.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571150454.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571150454.01.LZZZZZZZ.jpg
0684815451,SILENT NIGHT : The Story of the World War I Christmas Truce,Mary Higgins Clark,1995,Simon &amp; Schuster,http://images.amazon.com/images/P/0684815451.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684815451.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684815451.01.LZZZZZZZ.jpg
0553574779,Death at Sandringham House (Her Majesty Investigates),C. C. Benison,1997,Bantam Books,http://images.amazon.com/images/P/0553574779.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574779.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574779.01.LZZZZZZZ.jpg
0373790899,"By the Book (Harlequin Blaze, No 85)",Nancy Warren,2003,Harlequin,http://images.amazon.com/images/P/0373790899.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373790899.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373790899.01.LZZZZZZZ.jpg
0373227124,Under Lock And Key,Sylvie Kurtz,2003,Harlequin,http://images.amazon.com/images/P/0373227124.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373227124.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373227124.01.LZZZZZZZ.jpg
0312975767,Don't Close Your Eyes,Carlene Thompson,2000,St. Martin's Press,http://images.amazon.com/images/P/0312975767.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312975767.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312975767.01.LZZZZZZZ.jpg
0312995466,With a Vengeance,Eileen Dreyer,2004,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312995466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312995466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312995466.01.LZZZZZZZ.jpg
0440226708,The Incredible Journey,SHEILA BURNFORD,1995,Laurel Leaf,http://images.amazon.com/images/P/0440226708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440226708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440226708.01.LZZZZZZZ.jpg
0448400901,Uncle Wiggily's Story Book,Howard R. Garis,1987,Grosset &amp; Dunlap,http://images.amazon.com/images/P/0448400901.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0448400901.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0448400901.01.LZZZZZZZ.jpg
0060523387,Into Danger,Gennita Low,2003,Avon,http://images.amazon.com/images/P/0060523387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060523387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060523387.01.LZZZZZZZ.jpg
0590025996,Ladybug's Birthday (Sidebyside),Steve Metzger,1998,Scholastic,http://images.amazon.com/images/P/0590025996.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590025996.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590025996.01.LZZZZZZZ.jpg
0590037145,"Thanksgiving Cats (Read With Me (New York, N.Y.).)",Jean Marzollo,1999,Scholastic,http://images.amazon.com/images/P/0590037145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590037145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590037145.01.LZZZZZZZ.jpg
0395977894,Fast Food Nation,Eric Schlosser,2001,Houghton Mifflin Company,http://images.amazon.com/images/P/0395977894.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395977894.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395977894.01.LZZZZZZZ.jpg
0515090395,A Heart Speaks,LaVyrle Spencer,1995,Jove Books,http://images.amazon.com/images/P/0515090395.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515090395.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515090395.01.LZZZZZZZ.jpg
0345447859,The Apprentice,TESS GERRITSEN,2002,Ballantine Books,http://images.amazon.com/images/P/0345447859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345447859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345447859.01.LZZZZZZZ.jpg
0679781552,The Night In Question : Stories (Vintage Contemporaries),TOBIAS WOLFF,1997,Vintage,http://images.amazon.com/images/P/0679781552.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679781552.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679781552.01.LZZZZZZZ.jpg
0373264496,Thunderbird,Susan Slater,2003,Worldwide Mystery,http://images.amazon.com/images/P/0373264496.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373264496.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373264496.01.LZZZZZZZ.jpg
0743407075,Grand Avenue,Joy Fielding,2001,Atria,http://images.amazon.com/images/P/0743407075.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743407075.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743407075.01.LZZZZZZZ.jpg
0688064345,Something Big Has Been Here,Jack Prelutsky,1990,Greenwillow,http://images.amazon.com/images/P/0688064345.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688064345.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688064345.01.LZZZZZZZ.jpg
0440225450,The Final Detail,HARLAN COBEN,2000,Island Books,http://images.amazon.com/images/P/0440225450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440225450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440225450.01.LZZZZZZZ.jpg
0525945121,Chang and Eng,Darin Strauss,2000,Dutton Books,http://images.amazon.com/images/P/0525945121.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525945121.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525945121.01.LZZZZZZZ.jpg
0671670913,ANYTHING FOR BILLY,Larry McMurtry,1989,Pocket,http://images.amazon.com/images/P/0671670913.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671670913.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671670913.01.LZZZZZZZ.jpg
0451148029,The Deep End,Joy Fielding,1993,Signet Book,http://images.amazon.com/images/P/0451148029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451148029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451148029.01.LZZZZZZZ.jpg
0515128015,Eclipse Bay,Jayne Ann Krentz,2000,Jove Books,http://images.amazon.com/images/P/0515128015.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128015.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515128015.01.LZZZZZZZ.jpg
0061051721,My Life As a Dog,Moose,2000,HarperCollins Publishers,http://images.amazon.com/images/P/0061051721.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061051721.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061051721.01.LZZZZZZZ.jpg
0486424499,Jane Eyre (Dover Thrift Editions),Charlotte Bronte,2003,Dover Publications,http://images.amazon.com/images/P/0486424499.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486424499.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486424499.01.LZZZZZZZ.jpg
0671749013,An ALTOGETHER NEW BOOK OF TOP TEN LISTS LATE NIGHT DAVID LETTERMAN,David Letterman,1991,Pocket,http://images.amazon.com/images/P/0671749013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671749013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671749013.01.LZZZZZZZ.jpg
0821742590,Taking Chances: To Love Again (To Love Again),Janelle Taylor,1993,Zebra Books,http://images.amazon.com/images/P/0821742590.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821742590.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821742590.01.LZZZZZZZ.jpg
0345365917,Seasons of Her Life,Fern Michaels,1994,Ivy Books,http://images.amazon.com/images/P/0345365917.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345365917.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345365917.01.LZZZZZZZ.jpg
0762709308,Maryland and Delaware Off the Beaten Path: A Guide to Unique Places,Judy Colbert,2001,Globe Pequot,http://images.amazon.com/images/P/0762709308.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0762709308.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0762709308.01.LZZZZZZZ.jpg
0836270061,"Magic Eye, Vol. 1",N.E. Thing Enterprises,1993,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836270061.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836270061.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836270061.01.LZZZZZZZ.jpg
0803600747,Multiple Sclerosis Fact Book,"Richard, Md. Lechtenberg",1995,F.A. Davis Company,http://images.amazon.com/images/P/0803600747.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0803600747.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0803600747.01.LZZZZZZZ.jpg
0385295944,Kaleidoscope,DANIELLE STEEL,1987,Delacorte Press,http://images.amazon.com/images/P/0385295944.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385295944.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385295944.01.LZZZZZZZ.jpg
0671025333,Empty Promises,Ann Rule,2000,Pocket,http://images.amazon.com/images/P/0671025333.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671025333.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671025333.01.LZZZZZZZ.jpg
0451203070,Tending Roses,Lisa Wingate,2001,New American Library,http://images.amazon.com/images/P/0451203070.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451203070.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451203070.01.LZZZZZZZ.jpg
0373272812,One Way Out,Wendy Rosnau,2003,Silhouette,http://images.amazon.com/images/P/0373272812.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373272812.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373272812.01.LZZZZZZZ.jpg
0312978707,Afterburn,Colin Harrison,2001,St. Martin's Press,http://images.amazon.com/images/P/0312978707.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312978707.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312978707.01.LZZZZZZZ.jpg
068816112X,Replay,Ken Grimwood,1998,Perennial,http://images.amazon.com/images/P/068816112X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068816112X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068816112X.01.LZZZZZZZ.jpg
0451527127,The Tempest (The Signet Classic Shakespeare),William Shakespeare,1998,Signet Book,http://images.amazon.com/images/P/0451527127.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451527127.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451527127.01.LZZZZZZZ.jpg
038547024X,The Black Opal,Victoria Holt,1993,Bantam Dell Pub Group,http://images.amazon.com/images/P/038547024X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038547024X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038547024X.01.LZZZZZZZ.jpg
0425081087,Dog Training My Way,Barbara Woodhouse,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425081087.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425081087.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425081087.01.LZZZZZZZ.jpg
0449147185,Death and the Delinquent,B.J. Oliphant,1993,Fawcett Books,http://images.amazon.com/images/P/0449147185.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449147185.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449147185.01.LZZZZZZZ.jpg
0312862202,Amnesia Moon,Jonathan Lethem,1996,Tor Books,http://images.amazon.com/images/P/0312862202.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312862202.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312862202.01.LZZZZZZZ.jpg
0380418975,Always,Trevor Meldal-Johnsen,1983,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380418975.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380418975.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380418975.01.LZZZZZZZ.jpg
0312262884,Damned If You Do,Gordon Houghton,2000,Picador USA,http://images.amazon.com/images/P/0312262884.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312262884.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312262884.01.LZZZZZZZ.jpg
0373256078,"Plain Jane'S Man (Harlequin Temptation, No 507)",Kristine Rolofson,1994,Harlequin,http://images.amazon.com/images/P/0373256078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373256078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373256078.01.LZZZZZZZ.jpg
0553575627,"Conquerors' Legacy (The Conquerors Saga, Book Three)",Timothy Zahn,1996,Bantam,http://images.amazon.com/images/P/0553575627.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553575627.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553575627.01.LZZZZZZZ.jpg
0151002762,Tomorrow in the Battle Think on Me,Javier Marias,1997,Harcourt,http://images.amazon.com/images/P/0151002762.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151002762.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151002762.01.LZZZZZZZ.jpg
0449001016,Object Lessons (Ballantine Reader's Circle),Anna Quindlen,1997,Ballantine Books,http://images.amazon.com/images/P/0449001016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449001016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449001016.01.LZZZZZZZ.jpg
0871357372,Son of yuppies from hell (Marvel comics),Barbara Slate,1990,Marvel Comics,http://images.amazon.com/images/P/0871357372.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0871357372.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0871357372.01.LZZZZZZZ.jpg
0553576003,Tidings of Great Joy,Sandra Brown,1999,Bantam Books,http://images.amazon.com/images/P/0553576003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553576003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553576003.01.LZZZZZZZ.jpg
0446608386,Killing Me Softly : A Novel of Obsession,Nicci French,2000,Warner Vision,http://images.amazon.com/images/P/0446608386.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608386.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608386.01.LZZZZZZZ.jpg
1573226122,Lord of the Flies,William Golding,1997,Riverhead Books,http://images.amazon.com/images/P/1573226122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573226122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573226122.01.LZZZZZZZ.jpg
0451405366,Wild at Heart,Patricia Gaffney,1997,Topaz,http://images.amazon.com/images/P/0451405366.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451405366.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451405366.01.LZZZZZZZ.jpg
0451526554,Jane Eyre (Signet Classics (Paperback)),Charlotte Bronte,1997,Signet Book,http://images.amazon.com/images/P/0451526554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451526554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451526554.01.LZZZZZZZ.jpg
0425143066,Houses of Stone,Barbara Michaels,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425143066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425143066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425143066.01.LZZZZZZZ.jpg
0312187459,The Memoirs of Cleopatra: A Novel,Margaret George,1998,St. Martin's Press,http://images.amazon.com/images/P/0312187459.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312187459.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312187459.01.LZZZZZZZ.jpg
0786889349,The Lost Get-Back Boogie,James Lee Burke,1997,Hyperion,http://images.amazon.com/images/P/0786889349.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786889349.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786889349.01.LZZZZZZZ.jpg
158234146X,Sarah,J. T. LeRoy,2001,Bloomsbury Publishing (NY),http://images.amazon.com/images/P/158234146X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/158234146X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/158234146X.01.LZZZZZZZ.jpg
0394840933,"Walt Disney's Dumbo, the Flying Elephant (Disney's Wonderful World of Reading)",Walt Disney Productions,1978,Random House Children's Books,http://images.amazon.com/images/P/0394840933.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394840933.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394840933.01.LZZZZZZZ.jpg
0140328726,Fantastic Mr. Fox,Roald Dahl,1988,Puffin Books,http://images.amazon.com/images/P/0140328726.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140328726.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140328726.01.LZZZZZZZ.jpg
014043030X,Silas Marner (English Library),George Eliot,1968,Penguin USA,http://images.amazon.com/images/P/014043030X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014043030X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014043030X.01.LZZZZZZZ.jpg
0394559592,Angel,Barbara Taylor Bradford,1993,Random House Inc,http://images.amazon.com/images/P/0394559592.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394559592.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394559592.01.LZZZZZZZ.jpg
0385304900,Jewels,Danielle Steel,1992,Delacorte Press,http://images.amazon.com/images/P/0385304900.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385304900.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385304900.01.LZZZZZZZ.jpg
0064407683,"The Wide Window (A Series of Unfortunate Events, Book 3)",Lemony Snicket,2000,HarperCollins,http://images.amazon.com/images/P/0064407683.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064407683.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064407683.01.LZZZZZZZ.jpg
0670805149,Lake Wobegon Days,Garrison Keillor,1985,Penguin USA,http://images.amazon.com/images/P/0670805149.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670805149.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670805149.01.LZZZZZZZ.jpg
0140175962,Daughters of Isis: Women of Ancient Egypt (Penguin History),Joyce Tyldesley,1995,Penguin Books,http://images.amazon.com/images/P/0140175962.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140175962.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140175962.01.LZZZZZZZ.jpg
0340401486,A Matter of Honour,Jeffrey Archer,1987,Hodder &amp; Stoughton General Division,http://images.amazon.com/images/P/0340401486.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0340401486.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0340401486.01.LZZZZZZZ.jpg
0061065765,Two of a Kind #06: My Sister the Supermodel (Two of a Kind),Mary-Kate &amp; Ashley Olsen,1999,HarperEntertainment,http://images.amazon.com/images/P/0061065765.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061065765.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061065765.01.LZZZZZZZ.jpg
0498022366,"The Television Detectives, 1948-1978",Richard Meyers,1981,Smithmark Pub,http://images.amazon.com/images/P/0498022366.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0498022366.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0498022366.01.LZZZZZZZ.jpg
0553117467,All Things Wise and Wonderful,James Herriot,0,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553117467.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553117467.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553117467.01.LZZZZZZZ.jpg
9504910599,A Orillas del Rio Piedra,Paulo Coelho,2003,Planeta,http://images.amazon.com/images/P/9504910599.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9504910599.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9504910599.01.LZZZZZZZ.jpg
080505622X,The Stargazey (Richard Jury Mystery Series/Martha Grimes),Martha Grimes,1998,Henry Holt &amp; Company,http://images.amazon.com/images/P/080505622X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080505622X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080505622X.01.LZZZZZZZ.jpg
080411997X,The Wedding Diaries,LINDA FRANCIS LEE,2003,Ivy Books,http://images.amazon.com/images/P/080411997X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411997X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411997X.01.LZZZZZZZ.jpg
1551666928,Desperado,Diana Palmer,2003,Mira,http://images.amazon.com/images/P/1551666928.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551666928.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551666928.01.LZZZZZZZ.jpg
0061094129,Legal Tender,Lisa Scottoline,1997,HarperTorch,http://images.amazon.com/images/P/0061094129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061094129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061094129.01.LZZZZZZZ.jpg
1551665107,Jane Doe,R.J. Kaiser,1999,Mira,http://images.amazon.com/images/P/1551665107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551665107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551665107.01.LZZZZZZZ.jpg
0373245009,The Ambassador's Vow,Barbara Gale,2002,Silhouette,http://images.amazon.com/images/P/0373245009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373245009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373245009.01.LZZZZZZZ.jpg
0425193500,Girl from the South,Joanna Trollope,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425193500.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425193500.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425193500.01.LZZZZZZZ.jpg
